Incident_ID,ResponseDate,CaseNumber,HundredBlock,Problem
"12/26/2018 22:59:15","2","DRUNKB-Drunk Person","BPD181226-101950",""
"12/26/2018 22:18:22","2","DRUNKB-Drunk Person","BPD181226-101941",""
"12/26/2018 16:03:05","2","TRESP1B-Trespassing I/P","BPD181226-101875",""
"12/26/2018 16:06:52","2","DISTU2B - Disturbance J/O","BPD181226-101876","20181226-0016330"
"12/26/2018 16:26:20","2","ASSAU2B - Assault J/O","BPD181226-101882",""
"12/26/2018 17:47:34","2","DISTU2B - Disturbance J/O","BPD181226-101900",""
"12/26/2018 18:42:13","2","TRESP1B-Trespassing I/P","BPD181226-101909","20181226-0016332"
"12/26/2018 19:00:33","2","SUSPI2B-Suspicious J/O","BPD181226-101910",""
"12/26/2018 15:17:43","2","SUSPI2B-Suspicious J/O","BPD181226-101861",""
"12/26/2018 12:36:33","2","DRUNKB-Drunk Person","BPD181226-101831","20181226-0016320"
"12/26/2018 11:07:07","2","CIVILB - Civil Assist","BPD181226-101815",""
"12/26/2018 11:19:40","2","PDACCB-Property Damage Acc","BPD181226-101819","20181226-0016319"
"12/26/2018 13:59:30","2","DRUNKB-Drunk Person","BPD181226-101845","20181226-0016321"
"12/26/2018 10:47:16","2","CIVILB - Civil Assist","BPD181226-101808",""
"12/26/2018 03:24:24","2","NOISEB-Noise Complaint","BPD181226-101771",""
"12/26/2018 08:23:26","2","TRESP1B-Trespassing I/P","BPD181226-101778",""
"12/26/2018 01:07:48","2","SUSPI2B-Suspicious J/O","BPD181226-101767",""
"12/25/2018 19:09:05","2","NOISEB-Noise Complaint","BPD181225-101741",""
"12/25/2018 14:47:39","2","HARAS2B-Harassment J/O","BPD181225-101717","20181225-0016305"
"12/25/2018 17:03:57","2","CIVILB - Civil Assist","BPD181225-101729",""
"12/25/2018 16:13:53","2","NOISEB-Noise Complaint","BPD181225-101725",""
"12/25/2018 08:31:44","2","PDACCB-Property Damage Acc","BPD181225-101687","20181225-0016303"
"12/25/2018 10:02:02","2","CIVILB - Civil Assist","BPD181225-101691",""
"12/24/2018 22:35:53","2","CIVILB - Civil Assist","BPD181224-101651",""
"12/25/2018 07:57:58","2","ASSAU2B - Assault J/O","BPD181225-101683","20181225-0016302"
"12/25/2018 02:23:29","2","TRESP1B-Trespassing I/P","BPD181225-101670",""
"12/25/2018 02:00:40","2","NOISEB-Noise Complaint","BPD181225-101667",""
"12/24/2018 22:54:21","2","CIVILB - Civil Assist","BPD181224-101656",""
"12/24/2018 23:36:47","2","CRTRE2B - Criminal Tresp J/O","BPD181224-101659","20181225-0016296"
"12/24/2018 18:45:36","2","HARAS2B-Harassment J/O","BPD181224-101625",""
"12/24/2018 19:03:36","2","CRMIS2B -Criminal Mis J/O","BPD181224-101627",""
"12/22/2018 16:29:23","2","HARAS2B-Harassment J/O","BPDBC181222-101267",""
"12/24/2018 13:38:24","2","NOISEB-Noise Complaint","BPD181224-101595",""
"12/24/2018 17:50:33","2","DRUNKB-Drunk Person","BPD181224-101619",""
"12/24/2018 14:21:58","2","HARAS1B-Harassment I/P","BPD181224-101603",""
"12/24/2018 16:23:33","2","PDACCB-Property Damage Acc","BPD181224-101610",""
"12/24/2018 10:21:37","2","TRESP2B-Trespassing J/O","BPD181224-101571",""
"12/24/2018 10:21:58","2","CIVILB - Civil Assist","BPD181224-101572",""
"12/23/2018 22:26:48","2","NOISEB-Noise Complaint","BPD181223-101524",""
"12/24/2018 00:14:57","2","NOISEB-Noise Complaint","BPD181224-101532",""
"12/23/2018 19:20:45","2","CIVILB - Civil Assist","BPD181223-101500",""
"12/23/2018 19:33:20","2","SUSPI1B-Suspicious I/P","BPD181223-101501",""
"12/23/2018 20:32:33","2","ASSAU2B - Assault J/O","BPD181223-101507","20181223-0016272"
"12/23/2018 20:34:57","2","DISTU2B - Disturbance J/O","BPD181223-101508",""
"12/23/2018 21:43:05","2","SHOTS2B-Shots Heard J/O","BPD181223-101518",""
"12/23/2018 21:58:57","2","TRESP1B-Trespassing I/P","BPD181223-101520","20181223-0016276"
"12/23/2018 12:51:53","2","SUSPI1B-Suspicious I/P","BPD181223-101438",""
"12/23/2018 13:59:30","2","HARAS2B-Harassment J/O","BPD181223-101448",""
"12/22/2018 19:46:17","2","HARAS2B-Harassment J/O","BPD181222-101315",""
"12/23/2018 02:07:44","2","PDACCB-Property Damage Acc","BPD181223-101376","20181223-0016248"
"12/22/2018 20:01:51","2","HARAS1B-Harassment I/P","BPD181222-101318",""
"12/22/2018 18:31:53","2","TRESP1B-Trespassing I/P","BPD181222-101301",""
"12/22/2018 14:35:15","2","PDACCB-Property Damage Acc","BPD181222-101237","20181222-0016225"
"12/22/2018 14:42:41","2","TRESP2B-Trespassing J/O","BPD181222-101239",""
"12/22/2018 10:53:36","2","HAZARB-Hazard","BPD181222-101195",""
"12/22/2018 09:22:41","2","CIVILB - Civil Assist","BPD181222-101171","20181222-0016212"
"12/21/2018 23:15:20","2","NOISEB-Noise Complaint","BPD181221-101123",""
"12/22/2018 09:19:07","2","TRESP1B-Trespassing I/P","BPD181222-101178",""
"12/22/2018 04:14:33","2","NOISEB-Noise Complaint","BPD181222-101150",""
"12/22/2018 05:47:44","2","NOISEB-Noise Complaint","BPD181222-101153",""
"12/21/2018 21:29:07","2","NOISEB-Noise Complaint","BPD181221-101105",""
"12/21/2018 21:57:23","2","NOISEB-Noise Complaint","BPD181221-101106",""
"12/21/2018 22:11:54","2","SUSPI2B-Suspicious J/O","BPD181221-101113",""
"12/21/2018 19:47:08","2","PDACCB-Property Damage Acc","BPD181221-101093","20181221-0016200"
"12/21/2018 20:18:35","2","TRESP1B-Trespassing I/P","BPD181221-101097",""
"12/21/2018 18:53:52","2","HAZARB-Hazard","BPD181221-101077",""
"12/21/2018 14:08:29","2","SUSPI2B-Suspicious J/O","BPD181221-101016",""
"12/21/2018 14:30:10","2","SUSPI1B-Suspicious I/P","BPD181221-101018",""
"12/21/2018 16:08:14","2","PDACCB-Property Damage Acc","BPD181221-101037","20181221-0016190"
"12/21/2018 16:08:29","2","DISTU2B - Disturbance J/O","BPD181221-101038",""
"12/21/2018 16:18:47","2","ASSAU2B - Assault J/O","BPD181221-101042","20181221-0016191"
"12/20/2018 15:12:19","2","PDACCB-Property Damage Acc","BPD181220-100758","20181220-0016136"
"12/21/2018 13:52:02","2","HAZARB-Hazard","BPD181221-101013",""
"12/21/2018 10:46:39","2","PDACCB-Property Damage Acc","BPD181221-100965",""
"12/21/2018 11:38:30","2","WEAPO1B-Weapon I/P","BPD181221-100980",""
"12/21/2018 11:38:55","2","WEAPO2B-Weapon J/O","BPD181221-100981",""
"12/21/2018 11:41:42","2","CIVILB - Civil Assist","BPD181221-100982","20181221-0016187"
"12/21/2018 12:10:36","2","PDACCB-Property Damage Acc","BPD181221-100989","20181221-0016184"
"12/21/2018 12:48:34","2","DISTU2B - Disturbance J/O","BPD181221-101002",""
"12/21/2018 12:50:46","2","INEXP2B-Indecent Exposure J/O","BPD181221-101003",""
"12/21/2018 09:33:29","2","PDACCB-Property Damage Acc","BPD181221-100944","20181221-0016179"
"12/21/2018 09:51:57","2","PDACCB-Property Damage Acc","BPD181221-100951",""
"12/21/2018 10:11:13","2","PDACCB-Property Damage Acc","BPD181221-100957","20181221-0016181"
"12/21/2018 08:01:39","2","PDACCB-Property Damage Acc","BPD181221-100920","20181221-0016178"
"12/21/2018 03:33:21","2","DISTU1B - Disturbance I/P","BPD181221-100898","20181221-0016170"
"12/21/2018 05:52:47","2","NOISEB-Noise Complaint","BPD181221-100900",""
"12/21/2018 06:59:20","2","CRTRE2B - Criminal Tresp J/O","BPD181221-100905","20181221-0016174"
"12/21/2018 07:00:15","2","TRESP1B-Trespassing I/P","BPD181221-100906",""
"12/20/2018 22:27:32","2","SUSPI2B-Suspicious J/O","BPD181220-100854",""
"12/20/2018 22:34:40","2","NOISEB-Noise Complaint","BPD181220-100855",""
"12/20/2018 22:40:53","2","DRUNKB-Drunk Person","BPD181220-100856","20181221-0016166"
"12/21/2018 00:22:26","2","NOISEB-Noise Complaint","BPD181221-100881",""
"12/20/2018 19:21:42","2","HARAS2B-Harassment J/O","BPD181220-100819",""
"12/20/2018 20:01:10","2","TRESP1B-Trespassing I/P","BPD181220-100821",""
"12/20/2018 21:01:40","2","SUSPI2B-Suspicious J/O","BPD181220-100835",""
"12/20/2018 21:02:29","2","SUSPI2B-Suspicious J/O","BPD181220-100836",""
"12/20/2018 17:35:04","2","PDACCB-Property Damage Acc","BPD181220-100796","20181220-0016149"
"12/20/2018 17:41:27","2","LILAWB-Liquor Law","BPD181220-100798",""
"12/20/2018 17:54:32","2","CIVILB - Civil Assist","BPD181220-100799",""
"12/20/2018 18:23:17","2","PDACCB-Property Damage Acc","BPD181220-100805",""
"12/20/2018 18:34:51","2","CRTRE2B - Criminal Tresp J/O","BPD181220-100809",""
"12/20/2018 18:57:38","2","DRUNKB-Drunk Person","BPD181220-100812",""
"12/20/2018 17:31:25","2","PDACCB-Property Damage Acc","BPD181220-100794",""
"12/20/2018 17:15:04","2","PDACCB-Property Damage Acc","BPD181220-100789",""
"12/20/2018 15:41:57","2","PDACCB-Property Damage Acc","BPD181220-100766","20181220-0016139"
"12/20/2018 11:44:49","2","PDACCB-Property Damage Acc","BPD181220-100695","20181220-0016123"
"12/20/2018 12:08:05","2","CIVILB - Civil Assist","BPD181220-100703","20181220-0016127"
"12/20/2018 13:43:34","2","PDACCB-Property Damage Acc","BPD181220-100730","20181220-0016132"
"12/20/2018 14:26:29","2","CIVILB - Civil Assist","BPD181220-100741","20181220-0016130"
"12/20/2018 14:26:32","2","CIVILB - Civil Assist","BPD181220-100743","20181220-0016131"
"12/20/2018 14:46:30","2","CIVILB - Civil Assist","BPD181220-100747","20181220-0016133"
"12/20/2018 14:58:52","2","PDACCB-Property Damage Acc","BPD181220-100753","20181220-0016137"
"12/20/2018 12:20:44","2","HAZARB-Hazard","BPD181220-100709",""
"12/20/2018 10:50:54","2","TRESP2B-Trespassing J/O","BPD181220-100684","20181220-0016122"
"12/20/2018 09:40:08","2","TRESP1B-Trespassing I/P","BPD181220-100671",""
"12/20/2018 09:59:11","2","LILAWB-Liquor Law","BPD181220-100675","20181220-0016113"
"12/20/2018 08:51:11","2","HAZARB-Hazard","BPD181220-100656",""
"12/20/2018 08:51:39","2","PDACCB-Property Damage Acc","BPD181220-100657","20181220-0016112"
"12/20/2018 06:19:27","2","PDACCB-Property Damage Acc","BPD181220-100626",""
"12/20/2018 06:39:35","2","HAZARB-Hazard","BPD181220-100629","20181220-0016106"
"12/20/2018 00:32:38","2","NOISEB-Noise Complaint","BPD181220-100597",""
"12/20/2018 00:44:36","2","NOISEB-Noise Complaint","BPD181220-100598",""
"12/20/2018 02:24:59","2","NOISEB-Noise Complaint","BPD181220-100609",""
"12/20/2018 04:34:17","2","DRUNKB-Drunk Person","BPD181220-100620",""
"12/20/2018 05:13:55","2","PDACCB-Property Damage Acc","BPD181220-100621",""
"12/19/2018 23:04:45","2","CIVILB - Civil Assist","BPD181219-100591",""
"12/19/2018 23:58:39","2","NOISEB-Noise Complaint","BPD181219-100593",""
"12/19/2018 21:37:44","2","SUSPI1B-Suspicious I/P","BPD181219-100577",""
"12/19/2018 21:56:14","2","DRUNKB-Drunk Person","BPD181219-100578",""
"12/19/2018 22:10:45","2","NOISEB-Noise Complaint","BPD181219-100582",""
"12/19/2018 22:25:40","2","DISTU2B - Disturbance J/O","BPD181219-100584","20181219-0016096"
"12/19/2018 22:42:01","2","NOISEB-Noise Complaint","BPD181219-100586",""
"12/19/2018 21:10:01","2","TRESP1B-Trespassing I/P","BPD181219-100570",""
"12/19/2018 19:30:58","2","SUSPI2B-Suspicious J/O","BPD181219-100559",""
"12/19/2018 15:20:45","2","PDACCB-Property Damage Acc","BPD181219-100511","20181219-0016086"
"12/19/2018 15:25:10","2","PDACCB-Property Damage Acc","BPD181219-100513","20181219-0016082"
"12/19/2018 16:58:36","2","HAZARB-Hazard","BPD181219-100534",""
"12/19/2018 17:18:06","2","TRESP2B-Trespassing J/O","BPD181219-100537",""
"12/19/2018 17:19:24","2","DRUNKB-Drunk Person","BPD181219-100538",""
"12/19/2018 17:25:00","2","PDACCB-Property Damage Acc","BPD181219-100539",""
"12/19/2018 13:49:21","2","CIVILB - Civil Assist","BPD181219-100485",""
"12/19/2018 11:30:14","2","NOISEB-Noise Complaint","BPD181219-100445",""
"12/19/2018 11:53:13","2","HAZARB-Hazard","BPD181219-100449",""
"12/19/2018 12:11:30","2","CIVILB - Civil Assist","BPD181219-100456","20181219-0016078"
"12/19/2018 12:27:26","2","TRESP2B-Trespassing J/O","BPD181219-100459",""
"12/19/2018 10:44:32","2","PDACCB-Property Damage Acc","BPD181219-100426",""
"12/18/2018 16:20:26","2","PDACCB-Property Damage Acc","BPD181218-100269","20181218-0016049"
"12/19/2018 10:27:24","2","DRUNKB-Drunk Person","BPD181219-100417",""
"12/19/2018 10:50:53","2","PDACCB-Property Damage Acc","BPD181219-100432",""
"12/19/2018 10:52:03","2","PDACCB-Property Damage Acc","BPD181219-100433",""
"12/18/2018 23:44:10","2","SUSPI1B-Suspicious I/P","BPD181218-100341",""
"12/19/2018 00:03:17","2","NOISEB-Noise Complaint","BPD181219-100343",""
"12/19/2018 09:06:50","2","CIVILB - Civil Assist","BPD181219-100399",""
"12/18/2018 18:20:42","2","PDACCB-Property Damage Acc","BPD181218-100295","20181218-0016054"
"12/18/2018 18:26:54","2","DISTU2B - Disturbance J/O","BPD181218-100297",""
"12/18/2018 23:10:47","2","SUSPI2B-Suspicious J/O","BPD181218-100336",""
"12/19/2018 00:12:21","2","NOISEB-Noise Complaint","BPD181219-100345",""
"12/19/2018 00:20:31","2","NOISEB-Noise Complaint","BPD181219-100346",""
"12/19/2018 00:37:01","2","NOISEB-Noise Complaint","BPD181219-100347",""
"12/19/2018 00:42:37","2","NOISEB-Noise Complaint","BPD181219-100348",""
"12/19/2018 00:53:40","2","NOISEB-Noise Complaint","BPD181219-100351",""
"12/19/2018 01:12:35","2","NOISEB-Noise Complaint","BPD181219-100354",""
"12/19/2018 01:28:27","2","NOISEB-Noise Complaint","BPD181219-100355",""
"12/19/2018 02:10:33","2","NOISEB-Noise Complaint","BPD181219-100360",""
"12/18/2018 22:10:05","2","NOISEB-Noise Complaint","BPD181218-100329",""
"12/18/2018 22:56:07","2","SUSPI1B-Suspicious I/P","BPD181218-100334",""
"12/18/2018 20:54:22","2","SUSPI2B-Suspicious J/O","BPD181218-100323",""
"12/18/2018 15:56:31","2","DRUNKB-Drunk Person","BPD181218-100259","20181218-0016047"
"12/18/2018 15:45:16","2","HARAS2B-Harassment J/O","BPD181218-100249",""
"12/18/2018 14:46:25","2","DISTU2B - Disturbance J/O","BPD181218-100229",""
"12/18/2018 14:50:23","2","ASSISB-Assist","BPD181218-100231",""
"12/18/2018 13:32:34","2","PDACCB-Property Damage Acc","BPD181218-100200","20181218-0016034"
"12/18/2018 13:46:36","2","PDACCB-Property Damage Acc","BPD181218-100205","20181218-0016035"
"12/18/2018 12:08:19","2","PDACCB-Property Damage Acc","BPD181218-100175",""
"12/18/2018 12:16:56","2","PDACCB-Property Damage Acc","BPD181218-100179","20181218-0016027"
"12/18/2018 12:00:00","2","PDACCB-Property Damage Acc","BPD181218-100166",""
"12/18/2018 12:02:34","2","PDACCB-Property Damage Acc","BPD181218-100170",""
"12/18/2018 06:53:56","2","PDACCB-Property Damage Acc","BPD181218-100088",""
"12/18/2018 07:05:51","2","PDACCB-Property Damage Acc","BPD181218-100091",""
"12/18/2018 08:25:20","2","PDACCB-Property Damage Acc","BPD181218-100109",""
"12/18/2018 00:52:10","2","DRUNKB-Drunk Person","BPD181218-100067",""
"12/17/2018 22:07:55","2","DRUNKB-Drunk Person","BPD181217-100047",""
"12/17/2018 22:39:51","2","ASSAU2B - Assault J/O","BPD181217-100050",""
"12/16/2018 11:36:02","2","SUSPI1B-Suspicious I/P","BPD181216-099713",""
"12/17/2018 21:21:29","2","SUSPI2B-Suspicious J/O","BPD181217-100041",""
"12/17/2018 19:40:51","2","PDACCB-Property Damage Acc","BPD181217-100028",""
"12/17/2018 19:43:57","2","PDACCB-Property Damage Acc","BPD181217-100029","20181217-0016002"
"12/17/2018 20:36:40","2","NOISEB-Noise Complaint","BPD181217-100034",""
"12/17/2018 12:30:41","2","SUSPI2B-Suspicious J/O","BPD181217-099937",""
"12/17/2018 08:32:54","2","SUSPI1B-Suspicious I/P","LOBP181217-099884",""
"12/17/2018 08:35:26","2","PDACCB-Property Damage Acc","BPD181217-099886",""
"12/17/2018 14:15:03","2","CIVILB - Civil Assist","BPD181217-099954","20181217-0015987"
"12/17/2018 13:48:42","2","PDACCB-Property Damage Acc","BPD181217-099949","20181217-0015983"
"12/17/2018 15:52:06","2","HAZARB-Hazard","BPD181217-099986",""
"12/17/2018 15:57:09","2","SUSPI2B-Suspicious J/O","BPD181217-099988",""
"12/17/2018 16:40:20","2","NOISEB-Noise Complaint","BPD181217-099996",""
"12/17/2018 17:06:24","2","PDACCB-Property Damage Acc","BPD181217-100002","20181217-0015994"
"12/17/2018 17:13:01","2","PDACCB-Property Damage Acc","BPD181217-100003",""
"12/17/2018 18:27:08","2","HARAS2B-Harassment J/O","BPD181217-100017",""
"12/17/2018 18:46:54","2","HAZARB-Hazard","BPD181217-100021",""
"12/17/2018 18:52:18","2","PDACCB-Property Damage Acc","BPD181217-100015","20181217-0015999"
"12/17/2018 06:27:52","2","DRUNKB-Drunk Person","BPD181217-099867","20181217-0015970"
"12/16/2018 22:33:24","2","CIVILB - Civil Assist","BPD181216-099829",""
"12/16/2018 23:44:24","2","PDACCB-Property Damage Acc","BPD181216-099837",""
"12/16/2018 18:57:31","2","SUSPI2B-Suspicious J/O","BPD181216-099800",""
"12/16/2018 18:59:45","2","DISTU2B - Disturbance J/O","BPD181216-099787",""
"12/16/2018 19:55:32","2","PDACCB-Property Damage Acc","BPD181216-099805","20181216-0015963"
"12/16/2018 20:29:00","2","DRUNKB-Drunk Person","BPD181216-099812","20181216-0015965"
"12/16/2018 21:19:45","2","CIVILB - Civil Assist","BPD181216-099821",""
"12/16/2018 16:48:59","2","CIVILB - Civil Assist","BPD181216-099785",""
"12/16/2018 18:08:20","2","DRUNKB-Drunk Person","BPD181216-099797",""
"12/16/2018 18:10:16","2","CIVILB - Civil Assist","BPD181216-099783",""
"12/16/2018 18:16:15","2","SUSPI1B-Suspicious I/P","BPD181216-099798",""
"12/16/2018 15:25:54","2","PDACCB-Property Damage Acc","BPD181216-099763","20181216-0015949"
"12/16/2018 15:31:40","2","NOISEB-Noise Complaint","BPD181216-099764",""
"12/16/2018 12:57:06","2","CIVILB - Civil Assist","BPD181216-099731",""
"12/16/2018 00:08:36","2","NOISEB-Noise Complaint","BPD181216-099641",""
"12/16/2018 00:36:56","2","NOISEB-Noise Complaint","BPD181216-099646",""
"12/16/2018 14:17:40","2","NOISEB-Noise Complaint","BPD181216-099749",""
"12/16/2018 15:02:39","2","NOISEB-Noise Complaint","BPD181216-099757",""
"12/16/2018 12:31:42","2","NARCOB-Narcotics/Drug viol","BPD181216-099724",""
"12/15/2018 22:02:49","2","NOISEB-Noise Complaint","BPD181215-099608",""
"12/16/2018 01:00:17","2","TRESP1B-Trespassing I/P","BPD181216-099650",""
"12/16/2018 02:02:40","2","DRUNKB-Drunk Person","BPD181216-099657","20181216-0015933"
"12/16/2018 03:38:56","2","NOISEB-Noise Complaint","BPD181216-099661",""
"12/15/2018 21:54:09","2","NOISEB-Noise Complaint","BPD181215-099589",""
"12/15/2018 21:27:12","2","CIVILB - Civil Assist","BPD181215-099598",""
"12/15/2018 17:54:30","2","HARAS2B-Harassment J/O","BPD181215-099559",""
"12/15/2018 18:05:31","2","DRUNKB-Drunk Person","BPD181215-099561",""
"12/15/2018 14:29:11","2","PDACCB-Property Damage Acc","BPD181215-099507","20181215-0015916"
"12/15/2018 20:53:26","2","SUSPI2B-Suspicious J/O","BPD181215-099591",""
"12/15/2018 17:18:09","2","PDACCB-Property Damage Acc","BPD181215-099553",""
"12/15/2018 17:31:07","2","DRUNKB-Drunk Person","BPD181215-099554","20181215-0015922"
"12/15/2018 19:27:20","2","PDACCB-Property Damage Acc","BPD181215-099579","20181215-0015924"
"12/15/2018 16:19:12","2","NOISEB-Noise Complaint","BPD181215-099544",""
"12/15/2018 16:25:00","2","CIVILB - Civil Assist","BPD181215-099545",""
"12/15/2018 15:37:42","2","DRUNKB-Drunk Person","BPD181215-099536",""
"12/15/2018 12:24:12","2","SUSPI2B-Suspicious J/O","BPD181215-099471",""
"12/15/2018 01:36:30","2","NOISEB-Noise Complaint","BPD181214-099346",""
"12/15/2018 02:03:15","2","NOISEB-Noise Complaint","BPD181215-099391",""
"12/15/2018 02:05:22","2","NOISEB-Noise Complaint","BPD181215-099392",""
"12/15/2018 12:56:10","2","HAZARB-Hazard","BPD181215-099483",""
"12/15/2018 13:16:49","2","DISTU2B - Disturbance J/O","BPD181215-099487",""
"12/15/2018 07:03:47","2","SUSPI2B-Suspicious J/O","BPD181215-099415",""
"12/14/2018 22:22:17","2","PDACCB-Property Damage Acc","BPD181214-099354","20181214-0015900"
"12/14/2018 22:27:09","2","TRESP1B-Trespassing I/P","BPD181214-099355",""
"12/15/2018 00:56:31","2","NOISEB-Noise Complaint","BPD181215-099385",""
"12/14/2018 22:59:07","2","NOISEB-Noise Complaint","BPD181214-099363",""
"12/14/2018 23:42:10","2","NOISEB-Noise Complaint","BPD181214-099371",""
"12/14/2018 23:45:36","2","NOISEB-Noise Complaint","BPD181214-099360",""
"12/14/2018 17:50:25","2","PDACCB-Property Damage Acc","BPD181214-099294",""
"12/14/2018 17:27:26","2","PDACCB-Property Damage Acc","BPD181214-099290","20181214-0015883"
"12/14/2018 17:36:25","2","PDACCB-Property Damage Acc","BPD181214-099292",""
"12/14/2018 19:35:01","2","DISTU2B - Disturbance J/O","BPD181214-099319",""
"12/14/2018 15:25:49","2","PDACCB-Property Damage Acc","BPD181214-099251",""
"12/14/2018 15:36:51","2","CRTRE2B - Criminal Tresp J/O","BPD181214-099258","20181214-0015880"
"12/14/2018 16:13:53","2","ASSISB-Assist","BPD181214-099269",""
"12/13/2018 17:42:27","2","PDACCB-Property Damage Acc","BPD181213-098975","20181213-0015840"
"12/13/2018 19:01:16","2","TRESP1B-Trespassing I/P","BPD181213-098991","20181213-0015842"
"12/14/2018 13:18:51","2","SUSPI2B-Suspicious J/O","BPD181214-099207",""
"12/14/2018 13:45:58","2","PDACCB-Property Damage Acc","BPD181214-099214","20181214-0015873"
"12/14/2018 13:59:25","2","CIVILB - Civil Assist","BPD181214-099216",""
"12/14/2018 10:44:17","2","PDACCB-Property Damage Acc","BPD181214-099169","20181214-0015867"
"12/13/2018 20:16:19","2","DISTU2B - Disturbance J/O","BPD181213-099000",""
"12/13/2018 20:24:07","2","SUSPI2B-Suspicious J/O","BPD181213-099002",""
"12/14/2018 06:38:07","2","LILAWB-Liquor Law","BPD181214-099056",""
"12/14/2018 06:38:41","2","LILAWB-Liquor Law","BPD181214-099057",""
"12/14/2018 06:39:12","2","LILAWB-Liquor Law","BPD181214-099058",""
"12/14/2018 06:39:38","2","LILAWB-Liquor Law","BPD181214-099059",""
"12/14/2018 06:40:09","2","LILAWB-Liquor Law","BPD181214-099060",""
"12/14/2018 06:40:53","2","LILAWB-Liquor Law","BPD181214-099061",""
"12/14/2018 06:41:24","2","LILAWB-Liquor Law","BPD181214-099062",""
"12/14/2018 06:41:55","2","LILAWB-Liquor Law","BPD181214-099063",""
"12/14/2018 06:42:34","2","LILAWB-Liquor Law","BPD181214-099064",""
"12/14/2018 06:43:01","2","LILAWB-Liquor Law","BPD181214-099065",""
"12/14/2018 06:43:39","2","LILAWB-Liquor Law","BPD181214-099066",""
"12/14/2018 06:44:08","2","LILAWB-Liquor Law","BPD181214-099067",""
"12/14/2018 06:44:34","2","LILAWB-Liquor Law","BPD181214-099068",""
"12/14/2018 06:45:02","2","LILAWB-Liquor Law","BPD181214-099069",""
"12/14/2018 06:45:35","2","LILAWB-Liquor Law","BPD181214-099070",""
"12/14/2018 06:46:00","2","LILAWB-Liquor Law","BPD181214-099071",""
"12/14/2018 07:14:49","2","LILAWB-Liquor Law","BPD181214-099076",""
"12/14/2018 07:15:33","2","LILAWB-Liquor Law","BPD181214-099077",""
"12/14/2018 07:43:48","2","PDACCB-Property Damage Acc","BPD181214-099118","20181214-0015858"
"12/14/2018 07:50:05","2","PDACCB-Property Damage Acc","BPD181214-099119",""
"12/13/2018 22:04:39","2","NOISEB-Noise Complaint","BPD181213-099017",""
"12/13/2018 22:21:03","2","NOISEB-Noise Complaint","BPD181213-099019",""
"12/13/2018 23:22:16","2","NOISEB-Noise Complaint","BPD181213-099029",""
"12/13/2018 23:30:07","2","NOISEB-Noise Complaint","BPD181213-099031",""
"12/13/2018 23:59:13","2","NOISEB-Noise Complaint","BPD181213-099035",""
"12/14/2018 00:05:53","2","NOISEB-Noise Complaint","BPD181214-099036",""
"12/14/2018 00:12:19","2","NOISEB-Noise Complaint","BPD181214-099038",""
"12/14/2018 03:45:28","2","CRMIS2B -Criminal Mis J/O","BPD181214-099050",""
"12/13/2018 18:09:08","2","NOISEB-Noise Complaint","BPD181213-098984",""
"12/13/2018 18:33:47","2","DRUNKB-Drunk Person","BPD181213-098989",""
"12/13/2018 17:23:01","2","HARAS2B-Harassment J/O","BPD181213-098969","20181213-0015837"
"12/13/2018 17:28:51","2","PDACCB-Property Damage Acc","BPD181213-098972","20181213-0015838"
"12/13/2018 16:24:08","2","OAAB-Other Agency Assis","BPD181213-098954",""
"12/13/2018 16:49:55","2","PDACCB-Property Damage Acc","BPD181213-098962","20181213-0015832"
"12/13/2018 15:26:14","2","TRESP1B-Trespassing I/P","BPD181213-098932",""
"12/11/2018 19:45:03","2","HAZARB-Hazard","LGBP181211-098409",""
"12/13/2018 15:38:50","2","PDACCB-Property Damage Acc","BPD181213-098938",""
"12/13/2018 14:29:37","2","SUSPI2B-Suspicious J/O","BPD181213-098903",""
"12/13/2018 11:38:38","2","SUSPI2B-Suspicious J/O","BPD181213-098849",""
"12/13/2018 13:34:01","2","SUSPI1B-Suspicious I/P","BPD181213-098882",""
"12/13/2018 14:53:43","2","PDACCB-Property Damage Acc","BPD181213-098909","20181213-0015825"
"12/13/2018 15:07:31","2","CRTRE2B - Criminal Tresp J/O","BPD181213-098914","20181213-0015839"
"12/13/2018 13:14:33","2","SUSPI2B-Suspicious J/O","BPD181213-098842","20181213-0015817"
"12/13/2018 12:21:26","2","PDACCB-Property Damage Acc","BPD181213-098859","20181213-0015814"
"12/13/2018 12:33:11","2","SUSPI2B-Suspicious J/O","BPD181213-098862",""
"12/13/2018 12:41:28","2","TRESP1B-Trespassing I/P","BPD181213-098865",""
"12/13/2018 12:51:31","2","SUSPI2B-Suspicious J/O","BPD181213-098870",""
"12/13/2018 12:59:28","2","SUSPI2B-Suspicious J/O","BPD181213-098872",""
"12/13/2018 08:26:13","2","INEXP2B-Indecent Exposure J/O","BPD181213-098753",""
"12/13/2018 10:38:46","2","TRESP1B-Trespassing I/P","BPD181213-098825",""
"12/13/2018 10:51:02","2","TRESP1B-Trespassing I/P","BPD181213-098832",""
"12/13/2018 08:03:07","2","TRESP1B-Trespassing I/P","BPD181213-098745",""
"12/12/2018 23:48:42","2","NOISEB-Noise Complaint","BPD181212-098703",""
"12/13/2018 00:46:14","2","DRUNKB-Drunk Person","BPD181213-098711",""
"12/13/2018 01:20:14","2","TRESP1B-Trespassing I/P","BPD181213-098713",""
"12/13/2018 01:54:39","2","NOISEB-Noise Complaint","BPD181213-098715",""
